ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
2712 W IRVING PARK,CHI080,06/25/2018,12,1157447.913673397,1926504.636730878,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)"
3655 W JACKSON,CHI008,06/25/2018,14,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
8345 S ASHLAND AVE,CHI168,06/25/2018,18,1167170.493634396,1849194.116924465,41.741741651,-87.663073329,"(41.741741651401504, -87.66307332925098)"
1334 W GARFIELD BLVD,CHI119,06/25/2018,16,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
2443 N ASHLAND,CHI091,06/25/2018,33,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
9618 S EWING AVE,CHI142,06/25/2018,19,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)"
115 N OGDEN,CHI077,06/25/2018,67,1166484.901862159,1900735.486524538,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
3646 W MADISON,CHI009,06/25/2018,40,1151844.874455435,1899804.753327747,41.880938186,-87.717898449,"(41.88093818643283, -87.71789844857646)"
2705 W IRVING PARK,CHI079,06/25/2018,98,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)"
450 N COLUMBUS DR,CHI125,06/25/2018,13,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
5471 W HIGGINS,CHI102,06/25/2018,25,1139071.529638349,1931897.937514376,41.969247149,-87.764019451,"(41.96924714863934, -87.76401945149458)"
62 E 95TH,CHI036,06/25/2018,8,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
4831 W LAWRENCE AVE,CHI147,06/25/2018,61,1143137.859882784,1931435.232520927,41.967902328,-87.749078977,"(41.96790232791309, -87.74907897663441)"
5529 S WESTERN,CHI068,06/25/2018,13,,,,,
6226 W IRVING PARK RD,CHI083,06/25/2018,46,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
3137 W PETERSON,CHI024,06/25/2018,27,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)"
4620 W BELMONT AVE,CHI086,06/25/2018,6,1144830.583591838,1920910.013194031,41.938988391,-87.743121423,"(41.938988390759555, -87.74312142256439)"
3450 W 71ST,CHI015,06/25/2018,14,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
3200 S ARCHER AVE,CHI144,06/25/2018,67,1165344.912712872,1883513.817021857,41.835958018,-87.668790267,"(41.83595801848586, -87.66879026653764)"
2432 N ASHLAND,CHI092,06/25/2018,13,1165215.788124507,1916401.754298868,41.926207903,-87.668328977,"(41.92620790295943, -87.66832897708693)"
5454 W IRVING PARK,CHI050,06/25/2018,32,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
5432 W LAWRENCE,CHI103,06/25/2018,3,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)"
5816 W JACKSON,CHI058,06/25/2018,73,1137564.894528388,1898340.606160034,41.877189405,-87.770369502,"(41.87718940463045, -87.7703695017756)"
1142 W IRVING PARK,CHI095,06/25/2018,61,1167789.528738809,1926747.106564999,41.954540866,-87.658572521,"(41.95454086624301, -87.65857252142276)"
506 S CENTRAL AVE,CHI130,06/25/2018,4,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
536 E MORGAN DR,CHI029,06/25/2018,118,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
6818 S KEDZIE,CHI018,06/25/2018,50,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
5885 N RIDGE AVE,CHI093,06/25/2018,18,1165004.033252215,1939248.352982784,41.988904472,-87.668455725,"(41.988904472466494, -87.66845572473223)"
2928 S HALSTED,CHI117,06/25/2018,2,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
4909 N CICERO AVE,CHI149,06/25/2018,113,1143500.84164955,1932251.246745402,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
3542 E 95TH ST,CHI141,06/25/2018,5,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
7738 S WESTERN,CHI065,06/25/2018,21,,,,,
445 W 127TH,CHI045,06/25/2018,148,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)"
1754 N PULASKI RD,CHI157,06/25/2018,21,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
4042 W NORTH AVE,CHI161,06/25/2018,16,1149005.647148129,1910365.150873238,41.909972425,-87.72805041,"(41.90997242450237, -87.72805040969816)"
3843 W 111TH,CHI048,06/25/2018,4,1152527.402615974,1830667.777755826,41.691202396,-87.717211399,"(41.69120239624487, -87.71721139909997)"
3047 W JACKSON BLVD,CHI122,06/25/2018,24,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
10318 S INDIANAPOLIS,CHI120,06/25/2018,123,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
1111 N HUMBOLDT,CHI010,06/25/2018,58,,,,,
7422 S JEFFERY,CHI101,06/25/2018,8,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
6909 S KEDZIE,CHI014,06/25/2018,42,1156276.17519456,1858582.894182457,41.767731869,-87.702737907,"(41.76773186901884, -87.70273790708362)"
515 S CENTRAL AVE,CHI057,06/25/2018,7,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
324 S KEDZIE AVE,CHI123,06/25/2018,9,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
5520 S WESTERN,CHI069,06/25/2018,17,,,,,
57 E 95TH,CHI035,06/25/2018,3,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
6523 N WESTERN,CHI051,06/25/2018,20,1159169.452277881,1943341.864659956,42.000259511,-87.689802909,"(42.00025951144952, -87.68980290863908)"
140 N ASHLAND,CHI076,06/25/2018,6,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
2448 N CLYBOURN AVE,CHI090,06/25/2018,11,1164505.928359546,1916376.376809816,41.926153343,-87.670938087,"(41.926153342916486, -87.67093808722792)"
8318 S ASHLAND AVE,CHI169,06/25/2018,41,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)"
2912 W ROOSEVELT,CHI020,06/25/2018,30,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
5120 N PULASKI,CHI004,06/25/2018,32,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
6250 W FULLERTON,CHI040,06/25/2018,11,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)"
4436 N WESTERN,CHI094,06/25/2018,11,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
630 S STATE,CHI034,06/25/2018,17,1176418.004996675,1897401.384626672,41.873824205,-87.627740759,"(41.87382420497741, -87.62774075943143)"
4124 W FOSTER AVE,CHI003,06/25/2018,89,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
2603 W 79TH,CHI066,06/25/2018,3,1160350.070879175,1852097.826068973,41.74985294,-87.687983475,"(41.749852940263196, -87.68798347502599)"
3843 S WESTERN,CHI007,06/25/2018,49,1161037.665305821,1878964.291316377,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
4053 W NORTH AVE,CHI159,06/25/2018,15,1148866.623755592,1910281.53833667,41.909745674,-87.728563295,"(41.90974567444195, -87.72856329512945)"
6247 W FULLERTON,CHI039,06/25/2018,5,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
2080 W PERSHING,CHI005,06/25/2018,17,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
4433 N WESTERN,CHI055,06/25/2018,9,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
3535 E 95TH ST,CHI140,06/25/2018,4,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)"
1315 W GARFIELD BLVD,CHI121,06/25/2018,28,1168444.530011629,1868118.434806125,41.793645091,-87.657860764,"(41.793645091444645, -87.6578607639445)"
5420 S RACINE AVE,CHI118,06/25/2018,5,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)"
5330 S COTTAGE GROVE,CHI013,06/25/2018,28,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
4446 N BROADWAY,CHI097,06/25/2018,1,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
2917 W ROOSEVELT,CHI019,06/25/2018,1,1156991.618473341,1894531.138408719,41.866364024,-87.699142966,"(41.866364024167034, -87.69914296647906)"
449 N COLUMBUS DR,CHI124,06/25/2018,1,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
4123 N CENTRAL AVE,CHI049,06/25/2018,5,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)"
629 S STATE,CHI033,06/25/2018,24,1176497.696371563,1897411.293953239,41.873849599,-87.627447875,"(41.873849598744286, -87.62744787497319)"
10318 S INDIANAPOLIS,CHI120,06/26/2018,121,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
2432 N ASHLAND,CHI092,06/26/2018,2,1165215.788124507,1916401.754298868,41.926207903,-87.668328977,"(41.92620790295943, -87.66832897708693)"
2705 W IRVING PARK,CHI079,06/26/2018,92,1157555.242825448,1926426.21147583,41.953875265,-87.696204089,"(41.95387526461699, -87.69620408862693)"
536 E MORGAN DR,CHI029,06/26/2018,109,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
6523 N WESTERN,CHI051,06/26/2018,34,1159169.452277881,1943341.864659956,42.000259511,-87.689802909,"(42.00025951144952, -87.68980290863908)"
140 N ASHLAND,CHI076,06/26/2018,8,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
4436 N WESTERN,CHI094,06/26/2018,9,1159528.872859255,1929555.550585484,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
2443 N ASHLAND,CHI091,06/26/2018,14,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
7422 S JEFFERY,CHI101,06/26/2018,5,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
2912 W ROOSEVELT,CHI020,06/26/2018,20,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
57 E 95TH,CHI035,06/26/2018,3,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
2513 W 55TH,CHI070,06/26/2018,11,1160431.748869934,1868077.674728872,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
515 S CENTRAL AVE,CHI057,06/26/2018,5,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
3200 S ARCHER AVE,CHI144,06/26/2018,62,1165344.912712872,1883513.817021857,41.835958018,-87.668790267,"(41.83595801848586, -87.66879026653764)"
6247 W FULLERTON,CHI039,06/26/2018,7,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
3843 W 111TH,CHI048,06/26/2018,18,1152527.402615974,1830667.777755826,41.691202396,-87.717211399,"(41.69120239624487, -87.71721139909997)"
5454 W IRVING PARK,CHI050,06/26/2018,26,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
6250 W FULLERTON,CHI040,06/26/2018,13,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)"
5420 S RACINE AVE,CHI118,06/26/2018,6,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)"
6226 W IRVING PARK RD,CHI083,06/26/2018,35,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
324 E ILLINOIS ST,CHI126,06/26/2018,2,1178721.705071304,1903728.729069971,41.891134484,-87.61908944,"(41.89113448402406, -87.61908943995478)"
2928 S HALSTED,CHI117,06/26/2018,4,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
3450 W 71ST,CHI015,06/26/2018,15,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
3034 W FOSTER,CHI025,06/26/2018,7,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
5471 W HIGGINS,CHI102,06/26/2018,24,1139071.529638349,1931897.937514376,41.969247149,-87.764019451,"(41.96924714863934, -87.76401945149458)"
2550 W 79TH,CHI067,06/26/2018,13,1160502.556225173,1852230.031732533,41.750212593,-87.687421063,"(41.75021259302275, -87.6874210628529)"
3535 E 95TH ST,CHI140,06/26/2018,4,1201486.255858151,1842590.389225195,41.722818322,-87.537567465,"(41.722818322421595, -87.53756746533104)"
1334 W GARFIELD BLVD,CHI119,06/26/2018,19,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
5330 S COTTAGE GROVE,CHI013,06/26/2018,17,1182452.725004514,1869711.793547827,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
324 S KEDZIE AVE,CHI123,06/26/2018,11,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
4123 N CENTRAL AVE,CHI049,06/26/2018,10,1138310.38101538,1926965.395448081,41.955725645,-87.766938123,"(41.95572564479322, -87.76693812345056)"
449 N COLUMBUS DR,CHI124,06/26/2018,1,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
506 S CENTRAL AVE,CHI130,06/26/2018,2,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
4620 W BELMONT AVE,CHI086,06/26/2018,1,1144830.583591838,1920910.013194031,41.938988391,-87.743121423,"(41.938988390759555, -87.74312142256439)"
8345 S ASHLAND AVE,CHI168,06/26/2018,17,1167170.493634396,1849194.116924465,41.741741651,-87.663073329,"(41.741741651401504, -87.66307332925098)"
6909 S KEDZIE,CHI014,06/26/2018,49,1156276.17519456,1858582.894182457,41.767731869,-87.702737907,"(41.76773186901884, -87.70273790708362)"
3137 W PETERSON,CHI024,06/26/2018,34,1154183.287274807,1939668.834930217,41.990281914,-87.708244626,"(41.9902819135942, -87.70824462568225)"
3843 S WESTERN,CHI007,06/26/2018,32,1161037.665305821,1878964.291316377,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
5885 N RIDGE AVE,CHI093,06/26/2018,36,1165004.033252215,1939248.352982784,41.988904472,-87.668455725,"(41.988904472466494, -87.66845572473223)"
1142 W IRVING PARK,CHI095,06/26/2018,98,1167789.528738809,1926747.106564999,41.954540866,-87.658572521,"(41.95454086624301, -87.65857252142276)"
4909 N CICERO AVE,CHI149,06/26/2018,101,1143500.84164955,1932251.246745402,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
7738 S WESTERN,CHI065,06/26/2018,27,,,,,
5120 N PULASKI,CHI004,06/26/2018,21,1148759.385878875,1933817.599837362,41.974332655,-87.728347022,"(41.97433265461055, -87.72834702238127)"
4124 W FOSTER AVE,CHI003,06/26/2018,85,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
2448 N CLYBOURN AVE,CHI090,06/26/2018,17,1164505.928359546,1916376.376809816,41.926153343,-87.670938087,"(41.926153342916486, -87.67093808722792)"
4831 W LAWRENCE AVE,CHI147,06/26/2018,61,1143137.859882784,1931435.232520927,41.967902328,-87.749078977,"(41.96790232791309, -87.74907897663441)"
2721 W MONTROSE,CHI078,06/26/2018,1,1157328.845238545,1929075.390070401,41.961149383,-87.696964034,"(41.96114938287925, -87.69696403378589)"
2080 W PERSHING,CHI005,06/26/2018,12,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
2900 W OGDEN,CHI021,06/26/2018,73,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
3655 W JACKSON,CHI008,06/26/2018,15,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
2603 W 79TH,CHI066,06/26/2018,5,1160350.070879175,1852097.826068973,41.74985294,-87.687983475,"(41.749852940263196, -87.68798347502599)"
5432 W LAWRENCE,CHI103,06/26/2018,8,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)"
1507 W 83rd ST,CHI170,06/26/2018,1,1167695.170326354,1849654.229221654,41.742993035,-87.66113776,"(41.742993034938884, -87.66113775973551)"
115 N OGDEN,CHI077,06/26/2018,45,1166484.901862159,1900735.486524538,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
5520 S WESTERN,CHI069,06/26/2018,19,,,,,
1901 E 75TH ST,CHI138,06/26/2018,13,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)"
5529 S WESTERN,CHI068,06/26/2018,6,,,,,
6818 S KEDZIE,CHI018,06/26/2018,30,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
1111 N HUMBOLDT,CHI010,06/26/2018,28,,,,,
5816 W JACKSON,CHI058,06/26/2018,64,1137564.894528388,1898340.606160034,41.877189405,-87.770369502,"(41.87718940463045, -87.7703695017756)"
3646 W MADISON,CHI009,06/26/2018,33,1151844.874455435,1899804.753327747,41.880938186,-87.717898449,"(41.88093818643283, -87.71789844857646)"
62 E 95TH,CHI036,06/26/2018,13,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
445 W 127TH,CHI045,06/26/2018,115,1175468.445851752,1820629.228565181,41.663174059,-87.633520452,"(41.663174059325534, -87.63352045241697)"
3100 W AUGUSTA,CHI011,06/26/2018,9,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
4053 W NORTH AVE,CHI159,06/26/2018,9,1148866.623755592,1910281.53833667,41.909745674,-87.728563295,"(41.90974567444195, -87.72856329512945)"
450 N COLUMBUS DR,CHI125,06/26/2018,11,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
4433 N WESTERN,CHI055,06/26/2018,9,1159610.141634439,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
630 S STATE,CHI034,06/26/2018,25,1176418.004996675,1897401.384626672,41.873824205,-87.627740759,"(41.87382420497741, -87.62774075943143)"
9618 S EWING AVE,CHI142,06/26/2018,12,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)"
3047 W JACKSON BLVD,CHI122,06/26/2018,8,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
2712 W IRVING PARK,CHI080,06/26/2018,9,1157447.913673397,1926504.636730878,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)"
1315 W GARFIELD BLVD,CHI121,06/26/2018,37,1168444.530011629,1868118.434806125,41.793645091,-87.657860764,"(41.793645091444645, -87.6578607639445)"
4042 W NORTH AVE,CHI161,06/26/2018,22,1149005.647148129,1910365.150873238,41.909972425,-87.72805041,"(41.90997242450237, -87.72805040969816)"
1754 N PULASKI RD,CHI157,06/26/2018,8,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
4429 N BROADWAY,CHI096,06/26/2018,4,1168597.252171523,1929689.186307646,41.962596549,-87.655517675,"(41.962596548691735, -87.65551767517252)"
8318 S ASHLAND AVE,CHI169,06/26/2018,28,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)"
629 S STATE,CHI033,06/26/2018,14,1176497.696371563,1897411.293953239,41.873849599,-87.627447875,"(41.873849598744286, -87.62744787497319)"
3542 E 95TH ST,CHI141,06/26/2018,2,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
536 E MORGAN DR,CHI029,06/27/2018,120,1180984.656814868,1868164.766433233,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
10318 S INDIANAPOLIS,CHI120,06/27/2018,144,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
2928 S HALSTED,CHI117,06/27/2018,9,1171407.142701029,1885330.617606942,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
9618 S EWING AVE,CHI142,06/27/2018,20,1202074.876819482,1841844.576675849,41.720756806,-87.535436787,"(41.72075680558273, -87.53543678735923)"
3047 W JACKSON BLVD,CHI122,06/27/2018,10,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
3646 W MADISON,CHI009,06/27/2018,49,1151844.874455435,1899804.753327747,41.880938186,-87.717898449,"(41.88093818643283, -87.71789844857646)"
8345 S ASHLAND AVE,CHI168,06/27/2018,18,1167170.493634396,1849194.116924465,41.741741651,-87.663073329,"(41.741741651401504, -87.66307332925098)"
62 E 95TH,CHI036,06/27/2018,14,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
630 S STATE,CHI034,06/27/2018,27,1176418.004996675,1897401.384626672,41.873824205,-87.627740759,"(41.87382420497741, -87.62774075943143)"
515 S CENTRAL AVE,CHI057,06/27/2018,6,1139183.475728338,1896944.581182828,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
5454 W IRVING PARK,CHI050,06/27/2018,26,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
6226 W IRVING PARK RD,CHI083,06/27/2018,36,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
5520 S WESTERN,CHI069,06/27/2018,24,,,,,
5432 W LAWRENCE,CHI103,06/27/2018,2,1139099.594130043,1931391.06349442,41.96785573,-87.763928644,"(41.96785573012919, -87.76392864369929)"
2416 W 103RD ST,CHI154,06/27/2018,1,1161995.609362911,1836307.312617193,41.706487201,-87.682391059,"(41.70648720051648, -87.68239105927896)"
2603 W 79TH,CHI066,06/27/2018,11,1160350.070879175,1852097.826068973,41.74985294,-87.687983475,"(41.749852940263196, -87.68798347502599)"
4429 N BROADWAY,CHI096,06/27/2018,3,1168597.252171523,1929689.186307646,41.962596549,-87.655517675,"(41.962596548691735, -87.65551767517252)"
5816 W JACKSON,CHI058,06/27/2018,99,1137564.894528388,1898340.606160034,41.877189405,-87.770369502,"(41.87718940463045, -87.7703695017756)"
3542 E 95TH ST,CHI141,06/27/2018,6,1201629.279994198,1842674.179369794,41.72304462,-87.537040758,"(41.72304461975978, -87.5370407583455)"
3034 W FOSTER,CHI025,06/27/2018,8,1155157.924620047,1934429.028230766,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
6909 S KEDZIE,CHI014,06/27/2018,45,1156276.17519456,1858582.894182457,41.767731869,-87.702737907,"(41.76773186901884, -87.70273790708362)"
4446 N BROADWAY,CHI097,06/27/2018,3,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
6247 W FULLERTON,CHI039,06/27/2018,16,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
1334 W GARFIELD BLVD,CHI119,06/27/2018,23,1168211.288538348,1868328.465645528,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
324 S KEDZIE AVE,CHI123,06/27/2018,8,1155057.768104626,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
5529 S WESTERN,CHI068,06/27/2018,4,,,,,
3843 S WESTERN,CHI007,06/27/2018,39,1161037.665305821,1878964.291316377,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
5420 S RACINE AVE,CHI118,06/27/2018,5,1169208.608674489,1868739.470226128,41.795332775,-87.655040979,"(41.795332774848234, -87.65504097855228)"
2443 N ASHLAND,CHI091,06/27/2018,31,1165293.159880782,1916479.221767233,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
6250 W FULLERTON,CHI040,06/27/2018,9,1134113.48240834,1915315.343641525,41.923831699,-87.782642242,"(41.92383169923362, -87.78264224184598)"
1901 E 75TH ST,CHI138,06/27/2018,17,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)"
3200 S ARCHER AVE,CHI144,06/27/2018,80,1165344.912712872,1883513.817021857,41.835958018,-87.668790267,"(41.83595801848586, -87.66879026653764)"
3450 W 71ST,CHI015,06/27/2018,8,1154377.983623192,1857351.590718894,41.764390957,-87.70972842,"(41.76439095689881, -87.70972841983624)"
7422 S JEFFERY,CHI101,06/27/2018,8,1190789.832029907,1856045.670402868,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
3843 W 111TH,CHI048,06/27/2018,24,1152527.402615974,1830667.777755826,41.691202396,-87.717211399,"(41.69120239624487, -87.71721139909997)"
2917 W ROOSEVELT,CHI019,06/27/2018,46,1156991.618473341,1894531.138408719,41.866364024,-87.699142966,"(41.866364024167034, -87.69914296647906)"
2080 W PERSHING,CHI005,06/27/2018,6,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
4831 W LAWRENCE AVE,CHI147,06/27/2018,39,1143137.859882784,1931435.232520927,41.967902328,-87.749078977,"(41.96790232791309, -87.74907897663441)"
506 S CENTRAL AVE,CHI130,06/27/2018,12,1139100.738201602,1897035.93011447,41.873581418,-87.764761968,"(41.87358141810132, -87.7647619684764)"
5471 W HIGGINS,CHI102,06/27/2018,13,1139071.529638349,1931897.937514376,41.969247149,-87.764019451,"(41.96924714863934, -87.76401945149458)"
2900 W OGDEN,CHI021,06/27/2018,96,1157135.919535262,1892361.67589724,41.860407864,-87.698672099,"(41.86040786445197, -87.69867209877323)"
1754 N PULASKI RD,CHI157,06/27/2018,13,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
